attribute,target_column,target_file,feature_file,task_type,strategy,classifier,splitter,fold,n_folds,n_features,n_train_labels,n_valid_labels,n_train_assets,n_valid_assets,accuracy,weighted_f1,macro_f1
length_bin,length_bin,data/processed/train/length_bin_train.csv,data/features/google_siglip2_base_patch16_224_all_attributes_assets.csv,classification,siglip_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,1,5,768,1279,320,1279,320,0.465625,0.4717653436042106,0.2997512745608562
length_bin,length_bin,data/processed/train/length_bin_train.csv,data/features/google_siglip2_base_patch16_224_all_attributes_assets.csv,classification,siglip_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,2,5,768,1279,320,1279,320,0.46875,0.4844204383135738,0.31052795681093043
length_bin,length_bin,data/processed/train/length_bin_train.csv,data/features/google_siglip2_base_patch16_224_all_attributes_assets.csv,classification,siglip_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,3,5,768,1279,320,1279,320,0.428125,0.42996226862489256,0.19728948234425742
length_bin,length_bin,data/processed/train/length_bin_train.csv,data/features/google_siglip2_base_patch16_224_all_attributes_assets.csv,classification,siglip_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,4,5,768,1279,320,1279,320,0.471875,0.4823854059551692,0.2241368370014951
length_bin,length_bin,data/processed/train/length_bin_train.csv,data/features/google_siglip2_base_patch16_224_all_attributes_assets.csv,classification,siglip_frozen_embeddings_logistic_regression,logistic_regression,GroupKFold,5,5,768,1280,319,1280,319,0.46394984326018807,0.4726179382780347,0.29598586713305763
